numerical_id	unique_id	treatment_id	File accession_Accessibility	File format	File type	File format type_Accessibility	Output type	File assembly	Experiment accession_Accessibility	Assay_Accessibility	Biosample term id_Accessibility	Biosample term name	Biosample type_Accessibility	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications zygosity_Accessibility	Experiment target_Accessibility	Library made from_Accessibility	Library depleted in_Accessibility	Library extraction method_Accessibility	Library lysis method_Accessibility	Library crosslinking method_Accessibility	Library strand specific_Accessibility	Experiment date released_Accessibility	Project_Accessibility	RBNS protein concentration_Accessibility	Library fragmentation method_Accessibility	Library size range_Accessibility	Biological replicate(s)_Accessibility	Technical replicate(s)_Accessibility	Read length_Accessibility	Mapped read length_Accessibility	Run type_Accessibility	Paired end_Accessibility	Paired with_Accessibility	Index of_Accessibility	Derived from_Accessibility	Size_Accessibility	Lab	md5sum_Accessibility	dbxrefs_Accessibility	File download URL_Accessibility	Genome annotation	Platform_Accessibility	Controlled by_Accessibility	File Status_Accessibility	s3_uri_Accessibility	Audit WARNING_Accessibility	Audit NOT_COMPLIANT_Accessibility	Audit ERROR_Accessibility	Biosample summary_Accessibility	Biosample stage	Biosample age_Accessibility	File accession_H3K27ac	File format type_H3K27ac	Experiment accession_H3K27ac	Assay_H3K27ac	Biosample term id_H3K27ac	Biosample type_H3K27ac	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications zygosity_H3K27ac	Experiment target_H3K27ac	Library made from_H3K27ac	Library depleted in_H3K27ac	Library extraction method_H3K27ac	Library lysis method_H3K27ac	Library crosslinking method_H3K27ac	Library strand specific_H3K27ac	Experiment date released_H3K27ac	Project_H3K27ac	RBNS protein concentration_H3K27ac	Library fragmentation method_H3K27ac	Library size range_H3K27ac	Biological replicate(s)_H3K27ac	Technical replicate(s)_H3K27ac	Read length_H3K27ac	Mapped read length_H3K27ac	Run type_H3K27ac	Paired end_H3K27ac	Paired with_H3K27ac	Index of_H3K27ac	Derived from_H3K27ac	Size_H3K27ac	md5sum_H3K27ac	dbxrefs_H3K27ac	File download URL_H3K27ac	Platform_H3K27ac	Controlled by_H3K27ac	File Status_H3K27ac	s3_uri_H3K27ac	Audit WARNING_H3K27ac	Audit NOT_COMPLIANT_H3K27ac	Audit ERROR_H3K27ac	Biosample summary_H3K27ac	Biosample age_H3K27ac	File accession_H3K27ac bam
ID_0	endodermal_cell_5_days_1_1_endodermal_cell_originated_from_HUES64_0.0_1_2	0.0_0.0_0.0	ENCFF106NQV	bam	bam	0.0	unfiltered alignments	hg19	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2017-12-13	ENCODE	0.0	0.0	0.0	1	1_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF549HLL/, /files/ENCFF282WAV/, /files/ENCFF602VMH/, /files/ENCFF099UXO/, /files/ENCFF667SWK/	9456933337	ENCODE Processing Pipeline	8fc26a88f7cbc224f3aaf0d2de667d01	0.0	https://www.encodeproject.org/files/ENCFF106NQV/@@download/ENCFF106NQV.bam	0.0	0.0	0.0	released	s3://encode-public/2017/12/05/0a9e4dc8-eae6-4822-8b9a-ef5624ab08cc/ENCFF106NQV.bam	0.0	0.0	0.0	endodermal_cell	embryonic	5 days	ENCFF861XCF	0.0	ENCSR200ETW	Histone ChIP-seq	CL:0000223	in vitro differentiated cells	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_2	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF807MUK/, /files/ENCFF622OAL/, /files/ENCFF878IZP/	1490147881	5dec745d9f93d2dc0afdb94229282e4c	0.0	https://www.encodeproject.org/files/ENCFF861XCF/@@download/ENCFF861XCF.bam	0.0	0.0	released	s3://encode-public/2016/12/19/0f70e3f6-0416-4753-bbad-a6e779c74ce9/ENCFF861XCF.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	0.0	0.0	endodermal_cell_originated_from_HUES64	0.0	ENCFF861XCF
ID_1	endodermal_cell_5_days_1_1_endodermal_cell_originated_from_HUES64_0.0_2_2	0.0_0.0_0.0	ENCFF106NQV	bam	bam	0.0	unfiltered alignments	hg19	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2017-12-13	ENCODE	0.0	0.0	0.0	1	1_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF549HLL/, /files/ENCFF282WAV/, /files/ENCFF602VMH/, /files/ENCFF099UXO/, /files/ENCFF667SWK/	9456933337	ENCODE Processing Pipeline	8fc26a88f7cbc224f3aaf0d2de667d01	0.0	https://www.encodeproject.org/files/ENCFF106NQV/@@download/ENCFF106NQV.bam	0.0	0.0	0.0	released	s3://encode-public/2017/12/05/0a9e4dc8-eae6-4822-8b9a-ef5624ab08cc/ENCFF106NQV.bam	0.0	0.0	0.0	endodermal_cell	embryonic	5 days	ENCFF324EOW	0.0	ENCSR200ETW	Histone ChIP-seq	CL:0000223	in vitro differentiated cells	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	2	2_2	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF441DST/, /files/ENCFF807MUK/, /files/ENCFF199QKQ/	1776499589	2feeb4f272460cd621c28f06e3bfb3dc	0.0	https://www.encodeproject.org/files/ENCFF324EOW/@@download/ENCFF324EOW.bam	0.0	0.0	released	s3://encode-public/2016/12/19/8b69b944-7c1d-4b88-ade5-461535f3734e/ENCFF324EOW.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	0.0	0.0	endodermal_cell_originated_from_HUES64	0.0	ENCFF324EOW
ID_2	endodermal_cell_5_days_2_1_endodermal_cell_originated_from_HUES64_0.0_1_2	0.0_0.0_0.0	ENCFF066OAF	bam	bam	0.0	unfiltered alignments	hg19	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2017-12-13	ENCODE	0.0	0.0	0.0	2	2_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF549HLL/, /files/ENCFF296YPN/, /files/ENCFF545TKW/, /files/ENCFF754PQR/, /files/ENCFF097SKE/	16730952638	ENCODE Processing Pipeline	c28e022e5dcf98cf4e756a9eedf174cd	0.0	https://www.encodeproject.org/files/ENCFF066OAF/@@download/ENCFF066OAF.bam	0.0	0.0	0.0	released	s3://encode-public/2017/12/05/64997bd8-1af3-4743-8ddf-bb4c9ad57960/ENCFF066OAF.bam	0.0	0.0	0.0	endodermal_cell	embryonic	5 days	ENCFF861XCF	0.0	ENCSR200ETW	Histone ChIP-seq	CL:0000223	in vitro differentiated cells	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_2	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF807MUK/, /files/ENCFF622OAL/, /files/ENCFF878IZP/	1490147881	5dec745d9f93d2dc0afdb94229282e4c	0.0	https://www.encodeproject.org/files/ENCFF861XCF/@@download/ENCFF861XCF.bam	0.0	0.0	released	s3://encode-public/2016/12/19/0f70e3f6-0416-4753-bbad-a6e779c74ce9/ENCFF861XCF.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	0.0	0.0	endodermal_cell_originated_from_HUES64	0.0	ENCFF861XCF
ID_3	endodermal_cell_5_days_2_1_endodermal_cell_originated_from_HUES64_0.0_2_2	0.0_0.0_0.0	ENCFF066OAF	bam	bam	0.0	unfiltered alignments	hg19	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2017-12-13	ENCODE	0.0	0.0	0.0	2	2_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF549HLL/, /files/ENCFF296YPN/, /files/ENCFF545TKW/, /files/ENCFF754PQR/, /files/ENCFF097SKE/	16730952638	ENCODE Processing Pipeline	c28e022e5dcf98cf4e756a9eedf174cd	0.0	https://www.encodeproject.org/files/ENCFF066OAF/@@download/ENCFF066OAF.bam	0.0	0.0	0.0	released	s3://encode-public/2017/12/05/64997bd8-1af3-4743-8ddf-bb4c9ad57960/ENCFF066OAF.bam	0.0	0.0	0.0	endodermal_cell	embryonic	5 days	ENCFF324EOW	0.0	ENCSR200ETW	Histone ChIP-seq	CL:0000223	in vitro differentiated cells	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	2	2_2	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF441DST/, /files/ENCFF807MUK/, /files/ENCFF199QKQ/	1776499589	2feeb4f272460cd621c28f06e3bfb3dc	0.0	https://www.encodeproject.org/files/ENCFF324EOW/@@download/ENCFF324EOW.bam	0.0	0.0	released	s3://encode-public/2016/12/19/8b69b944-7c1d-4b88-ade5-461535f3734e/ENCFF324EOW.bam	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking	0.0	0.0	endodermal_cell_originated_from_HUES64	0.0	ENCFF324EOW
ID_4	H1_0.0_1_1_H1_0.0_2_2	0.0_0.0_0.0	ENCFF450BWK	bam	bam	0.0	unfiltered alignments	hg19	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2010-12-16	ENCODE	0.0	see document	0.0	1	1_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF001CVK/, /files/ENCFF549HLL/	1500278557	ENCODE Processing Pipeline	b083ea299d503f1f39a1804bf8114765	0.0	https://www.encodeproject.org/files/ENCFF450BWK/@@download/ENCFF450BWK.bam	0.0	0.0	0.0	released	s3://encode-public/2017/09/05/66c96704-f98d-42df-9f22-9ed17a3eac80/ENCFF450BWK.bam	low read depth, low spot score	0.0	0.0	H1	embryonic	0.0	ENCFF250OOT	0.0	ENCSR000ANP	Histone ChIP-seq	EFO:0003042	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2011-02-10	ENCODE	0.0	see document	0.0	2	2_2	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF807MUK/, /files/ENCFF000AWV/	910891312	112484dd26f0c82609de6bf791f9752d	0.0	https://www.encodeproject.org/files/ENCFF250OOT/@@download/ENCFF250OOT.bam	0.0	0.0	released	s3://encode-public/2016/11/13/788c72b2-c6c2-4778-80cc-4bbf36e601d5/ENCFF250OOT.bam	low read depth, inconsistent platforms, low read length	0.0	0.0	H1	0.0	ENCFF250OOT
ID_5	H1_0.0_1_1_H1_0.0_1_1	0.0_0.0_0.0	ENCFF450BWK	bam	bam	0.0	unfiltered alignments	hg19	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2010-12-16	ENCODE	0.0	see document	0.0	1	1_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF001CVK/, /files/ENCFF549HLL/	1500278557	ENCODE Processing Pipeline	b083ea299d503f1f39a1804bf8114765	0.0	https://www.encodeproject.org/files/ENCFF450BWK/@@download/ENCFF450BWK.bam	0.0	0.0	0.0	released	s3://encode-public/2017/09/05/66c96704-f98d-42df-9f22-9ed17a3eac80/ENCFF450BWK.bam	low read depth, low spot score	0.0	0.0	H1	embryonic	0.0	ENCFF782JPR	0.0	ENCSR000ANP	Histone ChIP-seq	EFO:0003042	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2011-02-10	ENCODE	0.0	see document	0.0	1	1_1	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF000AWR/, /files/ENCFF807MUK/	1095583219	1d0f394727ca22a63e1e66c19b124307	0.0	https://www.encodeproject.org/files/ENCFF782JPR/@@download/ENCFF782JPR.bam	0.0	0.0	released	s3://encode-public/2016/11/13/0984e7e8-218d-465b-b7b1-454a3784104b/ENCFF782JPR.bam	low read depth, inconsistent platforms, low read length	0.0	0.0	H1	0.0	ENCFF782JPR
ID_6	H1_0.0_1_1_H1_0.0_1_2	0.0_0.0_0.0	ENCFF450BWK	bam	bam	0.0	unfiltered alignments	hg19	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2010-12-16	ENCODE	0.0	see document	0.0	1	1_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF001CVK/, /files/ENCFF549HLL/	1500278557	ENCODE Processing Pipeline	b083ea299d503f1f39a1804bf8114765	0.0	https://www.encodeproject.org/files/ENCFF450BWK/@@download/ENCFF450BWK.bam	0.0	0.0	0.0	released	s3://encode-public/2017/09/05/66c96704-f98d-42df-9f22-9ed17a3eac80/ENCFF450BWK.bam	low read depth, low spot score	0.0	0.0	H1	embryonic	0.0	ENCFF144OAE	0.0	ENCSR880SUY	Histone ChIP-seq	EFO:0003042	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_2	0.0	30.0	single-ended	0.0	0.0	0.0	/files/ENCFF807MUK/, /files/ENCFF692HWE/	1063989986	05d360c55f42878b3146180b90ca37a4	0.0	https://www.encodeproject.org/files/ENCFF144OAE/@@download/ENCFF144OAE.bam	0.0	0.0	released	s3://encode-public/2017/01/28/b12c6f0e-edbb-4d5d-8ac6-bf36c895348a/ENCFF144OAE.bam	inconsistent platforms, low read length, control low read depth, mixed read lengths, low read depth	insufficient read depth, insufficient read length	0.0	H1	0.0	ENCFF144OAE
ID_7	H1_0.0_1_1_H1_0.0_2_1	0.0_0.0_0.0	ENCFF450BWK	bam	bam	0.0	unfiltered alignments	hg19	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2010-12-16	ENCODE	0.0	see document	0.0	1	1_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF001CVK/, /files/ENCFF549HLL/	1500278557	ENCODE Processing Pipeline	b083ea299d503f1f39a1804bf8114765	0.0	https://www.encodeproject.org/files/ENCFF450BWK/@@download/ENCFF450BWK.bam	0.0	0.0	0.0	released	s3://encode-public/2017/09/05/66c96704-f98d-42df-9f22-9ed17a3eac80/ENCFF450BWK.bam	low read depth, low spot score	0.0	0.0	H1	embryonic	0.0	ENCFF866QWA	0.0	ENCSR880SUY	Histone ChIP-seq	EFO:0003042	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	2	2_1	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF481YKF/, /files/ENCFF807MUK/, /files/ENCFF308XJC/	1251851729	918fdc8fcba2ac2dba1a4194eac95ace	0.0	https://www.encodeproject.org/files/ENCFF866QWA/@@download/ENCFF866QWA.bam	0.0	0.0	released	s3://encode-public/2017/02/14/164a3b94-f87f-4ded-a921-8189adf7d1cf/ENCFF866QWA.bam	inconsistent platforms, low read length, control low read depth, mixed read lengths, low read depth	insufficient read depth, insufficient read length	0.0	H1	0.0	ENCFF866QWA
ID_8	H1_0.0_1_2_H1_0.0_2_2	0.0_0.0_0.0	ENCFF176HAS	bam	bam	0.0	unfiltered alignments	hg19	ENCSR000EJN	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2011-04-19	ENCODE	0.0	see document	0.0	1	1_2	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF000SOH/, /files/ENCFF549HLL/	2849656507	ENCODE Processing Pipeline	e90bb89394d189a4875931cb6b9d8371	0.0	https://www.encodeproject.org/files/ENCFF176HAS/@@download/ENCFF176HAS.bam	0.0	0.0	0.0	released	s3://encode-public/2017/10/03/cee9fdbc-b9fa-468e-a9da-6767c376a814/ENCFF176HAS.bam	0.0	insufficient read length	0.0	H1	embryonic	0.0	ENCFF250OOT	0.0	ENCSR000ANP	Histone ChIP-seq	EFO:0003042	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2011-02-10	ENCODE	0.0	see document	0.0	2	2_2	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF807MUK/, /files/ENCFF000AWV/	910891312	112484dd26f0c82609de6bf791f9752d	0.0	https://www.encodeproject.org/files/ENCFF250OOT/@@download/ENCFF250OOT.bam	0.0	0.0	released	s3://encode-public/2016/11/13/788c72b2-c6c2-4778-80cc-4bbf36e601d5/ENCFF250OOT.bam	low read depth, inconsistent platforms, low read length	0.0	0.0	H1	0.0	ENCFF250OOT
ID_9	H1_0.0_1_2_H1_0.0_1_1	0.0_0.0_0.0	ENCFF176HAS	bam	bam	0.0	unfiltered alignments	hg19	ENCSR000EJN	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2011-04-19	ENCODE	0.0	see document	0.0	1	1_2	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF000SOH/, /files/ENCFF549HLL/	2849656507	ENCODE Processing Pipeline	e90bb89394d189a4875931cb6b9d8371	0.0	https://www.encodeproject.org/files/ENCFF176HAS/@@download/ENCFF176HAS.bam	0.0	0.0	0.0	released	s3://encode-public/2017/10/03/cee9fdbc-b9fa-468e-a9da-6767c376a814/ENCFF176HAS.bam	0.0	insufficient read length	0.0	H1	embryonic	0.0	ENCFF782JPR	0.0	ENCSR000ANP	Histone ChIP-seq	EFO:0003042	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2011-02-10	ENCODE	0.0	see document	0.0	1	1_1	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF000AWR/, /files/ENCFF807MUK/	1095583219	1d0f394727ca22a63e1e66c19b124307	0.0	https://www.encodeproject.org/files/ENCFF782JPR/@@download/ENCFF782JPR.bam	0.0	0.0	released	s3://encode-public/2016/11/13/0984e7e8-218d-465b-b7b1-454a3784104b/ENCFF782JPR.bam	low read depth, inconsistent platforms, low read length	0.0	0.0	H1	0.0	ENCFF782JPR
