/experiments/ENCSR007HLH/	ENCSR007HLH	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	CD8-positive, alpha-beta T cell male adult (21 years)	CD8-positive, alpha-beta T cell	GEO:GSM1102781,SCREEN-GRCh38:CD8-positive,_alpha-beta_T_cell_male_adult_21_years		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF915ZPV/,/files/ENCFF941MDI/,/files/ENCFF687FNY/,/files/ENCFF201JLG/,/files/ENCFF449YKU/,/files/ENCFF360MOV/,/files/ENCFF780EPG/,/files/ENCFF321NYQ/,/files/ENCFF461LHY/,/files/ENCFF728TBW/,/files/ENCFF526VJO/,/files/ENCFF831WQK/,/files/ENCFF987JJL/,/files/ENCFF274CRA/,/files/ENCFF620PPA/,/files/ENCFF635YOQ/,/files/ENCFF640TPT/,/files/ENCFF371SWR/		ENCBS312SQY	1	2	ENCAB000AQM	Homo sapiens	adult	21 years										/replicates/7c2cf4a2-5b25-4e45-89e1-c6181a6f6f3e/
/experiments/ENCSR189JIH/	ENCSR189JIH	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	uterus tissue female adult (51 years)	uterus	GEO:GSE142924		Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF941GCO/,/files/ENCFF631MUY/,/files/ENCFF250ZFX/,/files/ENCFF534QUU/,/files/ENCFF136ZAM/,/files/ENCFF367SAH/,/files/ENCFF076IWU/,/files/ENCFF682UXD/,/files/ENCFF965UNA/,/files/ENCFF471JES/,/files/ENCFF190VFI/,/files/ENCFF173SRI/,/files/ENCFF110KZP/,/files/ENCFF262IZL/,/files/ENCFF504ASO/,/files/ENCFF930YIB/,/files/ENCFF189QBV/,/files/ENCFF859TLD/,/files/ENCFF331FPU/,/files/ENCFF317AKQ/	/reference-epigenomes/ENCSR700CXT/	ENCBS443NGH	1	1,2	ENCAB557LLB	Homo sapiens	adult	51 years										/replicates/26379cfb-fa4b-4a15-9d96-e35703d217d7/,/replicates/28137e95-dd43-4c68-9793-4ffa93e1ce77/
/experiments/ENCSR543CPW/	ENCSR543CPW	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	small intestine tissue male adult (34 years)	small intestine	GEO:GSM1127172,SCREEN-GRCh38:small_intestine_male_adult_34_years		Bing Ren, UCSD	Roadmap	released	/files/ENCFF349RCJ/,/files/ENCFF684LMP/,/files/ENCFF668PTO/,/files/ENCFF233YVR/,/files/ENCFF028ZDP/,/files/ENCFF195YMX/,/files/ENCFF429QHU/,/files/ENCFF757ZQU/,/files/ENCFF434KGU/,/files/ENCFF465TWC/,/files/ENCFF809YZT/,/files/ENCFF411JQL/,/files/ENCFF055QQH/,/files/ENCFF502TZH/,/files/ENCFF777FGE/,/files/ENCFF452ODQ/,/files/ENCFF650KOF/,/files/ENCFF074RGV/,/files/ENCFF069ZCP/		ENCBS853LFM	1	3	ENCAB000ADS	Homo sapiens	adult	34 years										/replicates/27918b73-d0b4-407a-83cb-78390f489d80/
/experiments/ENCSR209QGZ/	ENCSR209QGZ	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	spinal cord tissue female embryo (108 days)	spinal cord	SCREEN-GRCh38:spinal_cord_female_embryo_108_days,GEO:GSM1220561		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF306ZIT/,/files/ENCFF183MZS/,/files/ENCFF701FTO/,/files/ENCFF923QCU/,/files/ENCFF153SMW/,/files/ENCFF027VFV/,/files/ENCFF256SRA/,/files/ENCFF723WIP/,/files/ENCFF061DRL/,/files/ENCFF845OVA/,/files/ENCFF168YVD/,/files/ENCFF496IIQ/,/files/ENCFF230XCC/,/files/ENCFF252NNW/,/files/ENCFF179PLB/,/files/ENCFF863QGY/,/files/ENCFF835MQW/,/files/ENCFF193TAY/		ENCBS741NCL	1	2	ENCAB000AQM	Homo sapiens	embryonic	108 days										/replicates/12d80019-80aa-4053-b529-b15d529956b4/
/experiments/ENCSR437QMD/	ENCSR437QMD	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	stomach tissue male child (3 years)	stomach	SCREEN-GRCh38:stomach_male_child_3_years,GEO:GSM1013122,GEO:GSM1227053,GEO:GSM1582449		Bing Ren, UCSD	Roadmap	released	/files/ENCFF666EGF/,/files/ENCFF669MHN/,/files/ENCFF632UKV/,/files/ENCFF520FIF/,/files/ENCFF972FYM/,/files/ENCFF109JOK/,/files/ENCFF015VNH/,/files/ENCFF055FKA/,/files/ENCFF694JHG/,/files/ENCFF171FCB/,/files/ENCFF699LCU/,/files/ENCFF448JCL/,/files/ENCFF289WYR/,/files/ENCFF885NDW/,/files/ENCFF956QQX/,/files/ENCFF528HAF/,/files/ENCFF588LDH/,/files/ENCFF571SWC/		ENCBS578HBL	1	2,1	ENCAB000ADS	Homo sapiens	child	3 years										/replicates/b8934026-2cc9-48d9-b8f8-c58b0f1aa6bf/,/replicates/a096c64c-2385-44c9-83f8-74349924fb71/
/experiments/ENCSR645SYH/	ENCSR645SYH	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	esophagus tissue female adult (30 years)	esophagus	GEO:GSM1013127,GEO:GSM1582446,SCREEN-GRCh38:esophagus_female_adult_30_years		Bing Ren, UCSD	Roadmap	released	/files/ENCFF972UCE/,/files/ENCFF157EKH/,/files/ENCFF125LBW/,/files/ENCFF166HVM/,/files/ENCFF646OKL/,/files/ENCFF330IRI/,/files/ENCFF012MST/,/files/ENCFF974HAY/,/files/ENCFF951JCX/,/files/ENCFF620QPO/,/files/ENCFF352GQN/,/files/ENCFF563UNH/,/files/ENCFF733EBB/,/files/ENCFF282HIQ/,/files/ENCFF137AIG/,/files/ENCFF075TZQ/,/files/ENCFF008UQW/		ENCBS388UDP	1	1	ENCAB000ADS	Homo sapiens	adult	30 years										/replicates/0b330583-f24b-4954-a341-ac5ab47b4313/
/experiments/ENCSR458RRZ/	ENCSR458RRZ	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	liver tissue male adult (32 years)	liver	GEO:GSM1127173		Bing Ren, UCSD	Roadmap	released	/files/ENCFF007GTB/,/files/ENCFF654JFS/,/files/ENCFF752QSK/,/files/ENCFF209IVU/,/files/ENCFF499BYK/,/files/ENCFF813EXR/,/files/ENCFF189GSI/,/files/ENCFF270BHR/,/files/ENCFF606SAC/,/files/ENCFF099ZTY/,/files/ENCFF428ZZP/,/files/ENCFF350BYI/,/files/ENCFF888QSH/,/files/ENCFF340FXJ/,/files/ENCFF572NBX/,/files/ENCFF943CRU/,/files/ENCFF936OFA/,/files/ENCFF883XNL/		ENCBS360QRF	1	2	ENCAB000ADS	Homo sapiens	adult	32 years										/replicates/94112815-a19e-4dcb-9273-4ea261a67013/
/experiments/ENCSR054BKO/	ENCSR054BKO	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	urinary bladder tissue male adult (34 years)	urinary bladder	GEO:GSM1013133,SCREEN-GRCh38:urinary_bladder_male_adult_34_years		Bing Ren, UCSD	Roadmap	released	/files/ENCFF413QKU/,/files/ENCFF521DSX/,/files/ENCFF635SNH/,/files/ENCFF233WRE/,/files/ENCFF439WSM/,/files/ENCFF394WPA/,/files/ENCFF899SWH/,/files/ENCFF542QSU/,/files/ENCFF262JMS/,/files/ENCFF701IRJ/,/files/ENCFF746KLC/,/files/ENCFF729LJT/,/files/ENCFF567YJK/,/files/ENCFF881RLC/,/files/ENCFF627OFU/,/files/ENCFF515VMS/,/files/ENCFF558SLU/		ENCBS364KFR	1	1	ENCAB000ADS	Homo sapiens	adult	34 years										/replicates/aca22eee-43db-4ccd-8c72-f93e29955640/
/experiments/ENCSR702OVJ/	ENCSR702OVJ	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	heart left ventricle tissue female adult (51 years)	heart left ventricle	GEO:GSE136510		Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF880QFR/,/files/ENCFF766BQI/,/files/ENCFF980DPM/,/files/ENCFF305XKI/,/files/ENCFF224LFM/,/files/ENCFF504OCJ/,/files/ENCFF625XET/,/files/ENCFF756KJB/,/files/ENCFF301SIL/,/files/ENCFF204RHW/,/files/ENCFF283CXG/,/files/ENCFF652COU/,/files/ENCFF962IUZ/,/files/ENCFF258ZRC/,/files/ENCFF835XKD/,/files/ENCFF600UFS/,/files/ENCFF971SIA/,/files/ENCFF707LTB/,/files/ENCFF735VWS/,/files/ENCFF587GPF/	/reference-epigenomes/ENCSR025UEI/	ENCBS684IAD	1	1,2	ENCAB557LLB	Homo sapiens	adult	51 years										/replicates/82356df1-c4a1-460f-bef6-436548618f7d/,/replicates/2a0b8694-add5-4b37-bce3-33ed40119d43/
/experiments/ENCSR156MYA/	ENCSR156MYA	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	skin epidermis tissue male adult (65 years)	skin epidermis		H3K27ac ChIP-seq of skin epidermis male adult (65 years). Note that tissue excised from donor is adjacent epidermis from Mohs cancer removal procedure.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF075ZNF/,/files/ENCFF986YBF/,/files/ENCFF261VEZ/,/files/ENCFF163EQY/,/files/ENCFF778DIW/,/files/ENCFF078UNA/,/files/ENCFF924OGR/,/files/ENCFF504DNA/		ENCBS499OVL	1	1	ENCAB557LLB	Homo sapiens	adult	65 years										/replicates/6f050080-cf1c-48d9-acdd-f78491efa89b/
