/experiments/ENCSR007HLH/	ENCSR007HLH	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	CD8-positive, alpha-beta T cell male adult (21 years)	CD8-positive, alpha-beta T cell	GEO:GSM1102781,SCREEN-GRCh38:CD8-positive,_alpha-beta_T_cell_male_adult_21_years		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF915ZPV/,/files/ENCFF941MDI/,/files/ENCFF687FNY/,/files/ENCFF201JLG/,/files/ENCFF449YKU/,/files/ENCFF360MOV/,/files/ENCFF780EPG/,/files/ENCFF321NYQ/,/files/ENCFF461LHY/,/files/ENCFF728TBW/,/files/ENCFF526VJO/,/files/ENCFF831WQK/,/files/ENCFF987JJL/,/files/ENCFF274CRA/,/files/ENCFF620PPA/,/files/ENCFF635YOQ/,/files/ENCFF640TPT/,/files/ENCFF371SWR/		ENCBS312SQY	1	2	ENCAB000AQM	Homo sapiens	adult	21 years										/replicates/7c2cf4a2-5b25-4e45-89e1-c6181a6f6f3e/
/experiments/ENCSR543CPW/	ENCSR543CPW	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	small intestine tissue male adult (34 years)	small intestine	GEO:GSM1127172,SCREEN-GRCh38:small_intestine_male_adult_34_years		Bing Ren, UCSD	Roadmap	released	/files/ENCFF349RCJ/,/files/ENCFF684LMP/,/files/ENCFF668PTO/,/files/ENCFF233YVR/,/files/ENCFF028ZDP/,/files/ENCFF195YMX/,/files/ENCFF429QHU/,/files/ENCFF757ZQU/,/files/ENCFF434KGU/,/files/ENCFF465TWC/,/files/ENCFF809YZT/,/files/ENCFF411JQL/,/files/ENCFF055QQH/,/files/ENCFF502TZH/,/files/ENCFF777FGE/,/files/ENCFF452ODQ/,/files/ENCFF650KOF/,/files/ENCFF074RGV/,/files/ENCFF069ZCP/		ENCBS853LFM	1	3	ENCAB000ADS	Homo sapiens	adult	34 years										/replicates/27918b73-d0b4-407a-83cb-78390f489d80/
/experiments/ENCSR209QGZ/	ENCSR209QGZ	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	spinal cord tissue female embryo (108 days)	spinal cord	SCREEN-GRCh38:spinal_cord_female_embryo_108_days,GEO:GSM1220561		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF306ZIT/,/files/ENCFF183MZS/,/files/ENCFF701FTO/,/files/ENCFF923QCU/,/files/ENCFF153SMW/,/files/ENCFF027VFV/,/files/ENCFF256SRA/,/files/ENCFF723WIP/,/files/ENCFF061DRL/,/files/ENCFF845OVA/,/files/ENCFF168YVD/,/files/ENCFF496IIQ/,/files/ENCFF230XCC/,/files/ENCFF252NNW/,/files/ENCFF179PLB/,/files/ENCFF863QGY/,/files/ENCFF835MQW/,/files/ENCFF193TAY/		ENCBS741NCL	1	2	ENCAB000AQM	Homo sapiens	embryonic	108 days										/replicates/12d80019-80aa-4053-b529-b15d529956b4/
/experiments/ENCSR437QMD/	ENCSR437QMD	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	stomach tissue male child (3 years)	stomach	SCREEN-GRCh38:stomach_male_child_3_years,GEO:GSM1013122,GEO:GSM1227053,GEO:GSM1582449		Bing Ren, UCSD	Roadmap	released	/files/ENCFF666EGF/,/files/ENCFF669MHN/,/files/ENCFF632UKV/,/files/ENCFF520FIF/,/files/ENCFF972FYM/,/files/ENCFF109JOK/,/files/ENCFF015VNH/,/files/ENCFF055FKA/,/files/ENCFF694JHG/,/files/ENCFF171FCB/,/files/ENCFF699LCU/,/files/ENCFF448JCL/,/files/ENCFF289WYR/,/files/ENCFF885NDW/,/files/ENCFF956QQX/,/files/ENCFF528HAF/,/files/ENCFF588LDH/,/files/ENCFF571SWC/		ENCBS578HBL	1	2,1	ENCAB000ADS	Homo sapiens	child	3 years										/replicates/b8934026-2cc9-48d9-b8f8-c58b0f1aa6bf/,/replicates/a096c64c-2385-44c9-83f8-74349924fb71/
/experiments/ENCSR645SYH/	ENCSR645SYH	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	esophagus tissue female adult (30 years)	esophagus	GEO:GSM1013127,GEO:GSM1582446,SCREEN-GRCh38:esophagus_female_adult_30_years		Bing Ren, UCSD	Roadmap	released	/files/ENCFF972UCE/,/files/ENCFF157EKH/,/files/ENCFF125LBW/,/files/ENCFF166HVM/,/files/ENCFF646OKL/,/files/ENCFF330IRI/,/files/ENCFF012MST/,/files/ENCFF974HAY/,/files/ENCFF951JCX/,/files/ENCFF620QPO/,/files/ENCFF352GQN/,/files/ENCFF563UNH/,/files/ENCFF733EBB/,/files/ENCFF282HIQ/,/files/ENCFF137AIG/,/files/ENCFF075TZQ/,/files/ENCFF008UQW/		ENCBS388UDP	1	1	ENCAB000ADS	Homo sapiens	adult	30 years										/replicates/0b330583-f24b-4954-a341-ac5ab47b4313/
/experiments/ENCSR054BKO/	ENCSR054BKO	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	urinary bladder tissue male adult (34 years)	urinary bladder	GEO:GSM1013133,SCREEN-GRCh38:urinary_bladder_male_adult_34_years		Bing Ren, UCSD	Roadmap	released	/files/ENCFF413QKU/,/files/ENCFF521DSX/,/files/ENCFF635SNH/,/files/ENCFF233WRE/,/files/ENCFF439WSM/,/files/ENCFF394WPA/,/files/ENCFF899SWH/,/files/ENCFF542QSU/,/files/ENCFF262JMS/,/files/ENCFF701IRJ/,/files/ENCFF746KLC/,/files/ENCFF729LJT/,/files/ENCFF567YJK/,/files/ENCFF881RLC/,/files/ENCFF627OFU/,/files/ENCFF515VMS/,/files/ENCFF558SLU/		ENCBS364KFR	1	1	ENCAB000ADS	Homo sapiens	adult	34 years										/replicates/aca22eee-43db-4ccd-8c72-f93e29955640/
/experiments/ENCSR156XNC/	ENCSR156XNC	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	peripheral blood mononuclear cell female adult (28 years)	peripheral blood mononuclear cell	SCREEN-GRCh38:peripheral_blood_mononuclear_cell_female_adult_28_years,GEO:GSM1127137		Joseph Costello, UCSF	Roadmap	released	/files/ENCFF092LVJ/,/files/SRR2172693/,/files/ENCFF169OOR/,/files/ENCFF503WNJ/,/files/ENCFF564IIJ/,/files/ENCFF796HZE/,/files/ENCFF820ZRF/,/files/ENCFF372AQN/,/files/ENCFF257WLV/,/files/ENCFF376BEW/,/files/ENCFF067MDM/,/files/ENCFF919YGJ/,/files/ENCFF542XPY/,/files/ENCFF030ZFN/,/files/ENCFF477KPL/,/files/ENCFF690UJA/,/files/ENCFF759GIZ/,/files/ENCFF803TLM/,/files/ENCFF540CVX/	/reference-epigenomes/ENCSR841LMD/	ENCBS287UWO	1	1	ENCAB000APF	Homo sapiens	adult	28 years										/replicates/3c0ea030-8147-4bed-86bc-8f3cefcdfa9d/
/experiments/ENCSR917QEH/	ENCSR917QEH	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	foreskin fibroblast male newborn	foreskin fibroblast	SCREEN-GRCh38:foreskin_fibroblast_male_newborn_donor_ENCDO666YUN,GEO:GSM958163		Joseph Costello, UCSF	Roadmap	released	/files/SRR2172646/,/files/SRR2172668/,/files/SRR2172669/,/files/ENCFF988DHL/,/files/ENCFF669XWQ/,/files/ENCFF440KQM/,/files/ENCFF321XOO/,/files/ENCFF492KQE/,/files/ENCFF109IBC/,/files/ENCFF717BLF/,/files/ENCFF097KUD/,/files/ENCFF742AHH/,/files/ENCFF492FQP/,/files/ENCFF082EPH/,/files/ENCFF714RDK/,/files/ENCFF428IMX/,/files/ENCFF222SST/,/files/ENCFF893TIN/,/files/ENCFF351OJY/,/files/ENCFF292NMS/,/files/ENCFF969YFZ/,/files/ENCFF360IVI/,/files/ENCFF147OVF/,/files/ENCFF172RFM/,/files/ENCFF996DCF/,/files/ENCFF965BHE/,/files/ENCFF078JZB/,/files/ENCFF541XSJ/,/files/ENCFF385NNX/,/files/ENCFF744LCF/,/files/ENCFF836CMH/,/files/ENCFF201IHT/,/files/ENCFF927PUC/,/files/ENCFF868KPE/,/files/ENCFF513TWU/,/files/ENCFF765HAR/,/files/ENCFF675AQE/,/files/ENCFF238FNI/,/files/ENCFF731TOU/,/files/ENCFF906FAB/,/files/ENCFF068VBJ/,/files/ENCFF623HOX/,/files/ENCFF580SVI/,/files/ENCFF458TMR/		ENCBS016QWL,ENCBS135HGQ	1,2	1	ENCAB000APF	Homo sapiens	newborn											/replicates/0b973122-6610-41c9-85cd-a970805eb2c7/,/replicates/57cf535e-c884-4ffa-9c7e-095b91c1d115/
/experiments/ENCSR082SHT/	ENCSR082SHT	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	adipose tissue tissue male adult (34 years)	adipose tissue	SCREEN-GRCh38:adipose_tissue_male_adult_34_years,GEO:GSM906394		Bing Ren, UCSD	Roadmap	released	/files/ENCFF859ZAC/,/files/ENCFF488DIF/,/files/ENCFF615OUG/,/files/ENCFF665GXM/,/files/ENCFF861HMY/,/files/ENCFF811LWH/,/files/ENCFF606GOQ/,/files/ENCFF919MBS/,/files/ENCFF222CHB/,/files/ENCFF028CXT/,/files/ENCFF083HLK/,/files/ENCFF442LCJ/,/files/ENCFF866LLN/,/files/ENCFF746SPP/,/files/ENCFF648TPI/,/files/ENCFF154CXY/,/files/ENCFF356VBS/		ENCBS628VEX	1	1	ENCAB000ADS	Homo sapiens	adult	34 years										/replicates/4ebf7ef5-7c53-4e1e-b752-fd8954797f15/
/experiments/ENCSR709ABP/	ENCSR709ABP	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 2.5 days	foreskin keratinocyte	SCREEN-GRCh38:foreskin_keratinocyte_male_newborn_2-4_days_treated_with_calcium_donor_ENCDO615NVN	H3K27ac ChIP-seq on primary keratinocytes in day 3 of differentiation	Michael Snyder, Stanford	GGR	released	/files/ENCFF426MBY/,/files/ENCFF980VYO/,/files/ENCFF068PYY/,/files/ENCFF605KXF/,/files/ENCFF712WHE/,/files/ENCFF349IBL/,/files/ENCFF024RZN/,/files/ENCFF058XKA/,/files/ENCFF776HMQ/,/files/ENCFF182LGU/,/files/ENCFF054FBF/,/files/ENCFF085FAH/,/files/ENCFF112NOP/,/files/ENCFF687VKQ/,/files/ENCFF785CFS/,/files/ENCFF758WDW/,/files/ENCFF443RRV/,/files/ENCFF421VMQ/,/files/ENCFF491GUK/,/files/ENCFF991BLJ/,/files/ENCFF845QEC/,/files/ENCFF866GAU/,/files/ENCFF392NJM/,/files/ENCFF535PBF/,/files/ENCFF919IRI/,/files/ENCFF428XCF/,/files/ENCFF541XWN/,/files/ENCFF468AZQ/,/files/ENCFF410DUN/,/files/ENCFF344FER/,/files/ENCFF570CGJ/,/files/ENCFF140MRZ/,/files/ENCFF620WXC/,/files/ENCFF896QUO/,/files/ENCFF438QLB/,/files/ENCFF295COH/,/files/ENCFF691STF/,/files/ENCFF224WEK/,/files/ENCFF773AWH/,/files/ENCFF062NRL/	/treatment-time-series/ENCSR171FYM/	ENCBS079LRU,ENCBS299ONK	1,2	1	ENCAB228OWC	Homo sapiens	newborn	2-4 days	calcium	CHEBI:86158			2.5	day				/replicates/c37d3899-45a2-494c-83e8-876c146e8f8f/,/replicates/86cd3cd2-d9f9-4c3f-abd8-addcec472b51/
